source_row_number,kebele_code,display_name,source_region_code,source_zone_code,source_woreda_code,matched_woreda_code,match_method,match_status,review_note
13229,ET041016888020,Wajin Jiregna,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13230,ET041016888021,Dire Gamachu,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13231,ET041016888022,Burka Gudina,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13232,ET041016888023,Oda Janata,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13233,ET041016888024,Badu Mera Lalesa,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13234,ET041016888025,Kufa,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13235,ET041016888026,Biftu,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13236,ET041016888027,Rasa Negeya,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13237,ET041016888028,Kufakas,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13238,ET041016888029,Mada Jalala,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13239,ET041016888030,Ciracha 03,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13240,ET041016888031,Dursitu,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13241,ET041016888032,Haqabas,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13242,ET041016888033,Chulul Jiru Balina,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13243,ET041016888034,Mojo Baladi,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13244,ET041016888035,Kara Horda,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13245,ET041016888036,Doroba 03,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13246,ET041016888037,Tokuma Jalela,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13247,ET041016888038,Milkawa,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13248,ET041016888039,Tokuma Hire,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13249,ET041016888040,Mudena Jiru Belina,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13250,ET041016888041,Areb Lija,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13251,ET041016888042,Tuta Jeneta,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13252,ET041016888043,Megertu,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13253,ET041016888044,Iffa Bate,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13254,ET041016888045,Chefe Jeneta,ET04,ET0410,ET041016,ET041016,EXACT_WOREDA_CODE,MATCHED,
13255,ET041017888001,Biftu Negeya,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13256,ET041017888002,Tirtiro 02,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13257,ET041017888003,Tirtiro Deneba,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13258,ET041017888004,Tulamino,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13259,ET041017888005,Tirtira 03,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13260,ET041017888006,Dima Jeneta,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13261,ET041017888007,Golo Negeya,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13262,ET041017888008,Goro Abu,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13263,ET041017888009,Dima Misra,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13264,ET041017888010,Jeben,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13265,ET041017888011,Satewa Kenisa,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13266,ET041017888012,Mojo Hargeti,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13267,ET041017888013,Bereda Lencha,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13268,ET041017888014,Jido Misra,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13269,ET041017888015,Chopi Degaga,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13270,ET041017888016,Chopi Miyawa,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13271,ET041017888017,Gara Gafa,ET04,ET0410,ET041017,ET041017,EXACT_WOREDA_CODE,MATCHED,
13272,ET041018888001,Ifabas,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13273,ET041018888002,Fintabas,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13274,ET041018888003,Goro Nagaya,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13275,ET041018888004,Golo Sodoma,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13276,ET041018888005,Alula,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13277,ET041018888006,Chira,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13278,ET041018888007,Guguf,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13279,ET041018888008,Gabibda,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13280,ET041018888009,Biko,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13281,ET041018888010,Burka Jenta,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13282,ET041018888011,Muluke,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13283,ET041018888012,Mojo Waldiya,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13284,ET041018888013,Jido Misra,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13285,ET041018888014,Harerga,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13286,ET041018888015,Chelo,ET04,ET0410,ET041018,ET041018,EXACT_WOREDA_CODE,MATCHED,
13287,ET041019888001,Ire Tokuma,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13288,ET041019888002,Angur,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13289,ET041019888003,Burka Gemechu,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13290,ET041019888004,Burka Jalala,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13291,ET041019888005,Chefa Aneni,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13292,ET041019888006,Horo,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13293,ET041019888007,Utuba Muti,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13294,ET041019888008,Goro Kutir 1,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13295,ET041019888009,Kura Oda Galena,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13296,ET041019888010,Wachu Gey,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13297,ET041019888011,Haranfama Utuba,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13298,ET041019888012,Goro Kutir 2,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13299,ET041019888013,Waltha Jalala,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13300,ET041019888014,Dado,ET04,ET0410,ET041010,ET041010,EXACT_WOREDA_CODE,MATCHED,
13301,ET041022888001,Kara Balchi,ET04,ET0410,ET041098,ET041098,EXACT_WOREDA_CODE,MATCHED,
13302,ET041022888002,Urgo,ET04,ET0410,ET041098,ET041098,EXACT_WOREDA_CODE,MATCHED,
13303,ET041022888003,Sela,ET04,ET0410,ET041098,ET041098,EXACT_WOREDA_CODE,MATCHED,
13304,ET041022888004,Kumbi Goha,ET04,ET0410,ET041098,ET041098,EXACT_WOREDA_CODE,MATCHED,
13305,ET041022888005,Jajo,ET04,ET0410,ET041098,ET041098,EXACT_WOREDA_CODE,MATCHED,
13306,ET041022888006,Burka Negeha,ET04,ET0410,ET041098,ET041098,EXACT_WOREDA_CODE,MATCHED,
13307,ET041022888007,Roqa,ET04,ET0410,ET041098,ET041098,EXACT_WOREDA_CODE,MATCHED,
13308,ET041101888001,Makala,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13309,ET041101888002,Hebano Weyra,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13310,ET041101888003,Oda Nagelle,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13311,ET041101888004,Wabe Seada,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13312,ET041101888005,Allochefo,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13313,ET041101888006,Harrogoda,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13314,ET041101888007,Ambentu Geter Kebele,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13315,ET041101888008,Waltaiwagerge,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13316,ET041101888009,Shaneka,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13317,ET041101888010,Amalama,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13318,ET041101888011,Ali Geter Kebele,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13319,ET041101888012,Elabidu,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13320,ET041101888013,Kaso Warra,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13321,ET041101888014,Kaso Manso,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13322,ET041101888015,Darra Honsho,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13323,ET041101888016,Galama Hebano,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13324,ET041101888017,Makona Chefo,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13325,ET041101888018,Makona Farejo,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13326,ET041101888019,Hatiba Shawiso,ET04,ET0411,41101,ET041101,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13327,ET041102888001,Koloba Surara,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13328,ET041102888002,Koloba Seada,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13329,ET041102888003,Ilu Kershia,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13330,ET041102888004,Dembel Amogisa,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13331,ET041102888005,Awsencho Meselemide,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13332,ET041102888006,Nake,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13333,ET041102888007,Melka Oli Gadi,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13334,ET041102888008,Awcheche Birbisa,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13335,ET041102888009,Abrogn Shinbita,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13336,ET041102888010,Balo Mededa,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13337,ET041102888011,Zefata,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13338,ET041102888012,Wate,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13339,ET041102888013,Homa Abu Guri,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13340,ET041102888014,Abu Kemidi,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13341,ET041102888015,Balo Amigna,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13342,ET041102888016,Beneba Guranda,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13343,ET041102888017,Chifaro,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13344,ET041102888018,Yabsana Wario,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13345,ET041102888019,Yabsana Wele,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13346,ET041102888020,Shalal,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13347,ET041102888021,Iteyo,ET04,ET0411,41102,ET041102,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13348,ET041103888001,Waltae Barisa,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13349,ET041103888002,Kabira Temo Islemana,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13350,ET041103888003,Ilu Sanbitu,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13351,ET041103888004,Alage,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13352,ET041103888005,Shawade,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13353,ET041103888006,Hamida,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13354,ET041103888007,Hasanbarera,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13355,ET041103888008,Hisu,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13356,ET041103888009,Walta E Weyib,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13357,ET041103888010,Waltae Arjo,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13358,ET041103888011,Gamora,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13359,ET041103888012,Salka Oda,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13360,ET041103888013,Basimanna,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13361,ET041103888014,Oborra,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13362,ET041103888015,Shallo,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13363,ET041103888016,Basaso,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13364,ET041103888017,Nano Robe,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13365,ET041103888018,Hawsho,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13366,ET041103888019,Hora Boka,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13367,ET041103888020,Kaso Shekmera,ET04,ET0411,41103,ET041103,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13368,ET041104888001,Gerenba Dima,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13369,ET041104888002,Hora Soba,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13370,ET041104888003,Gofingira,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13371,ET041104888004,Dinsho 02,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13372,ET041104888005,Abakara,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13373,ET041104888006,Homa,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13374,ET041104888007,Mi'o,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13375,ET041104888008,Ayida,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13376,ET041104888009,Gojera,ET04,ET0411,41104,ET041104,EXACT_WOREDA_CODE,MATCHED,
13377,ET041105888001,Azira,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13378,ET041105888002,Weltai Tosha,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13379,ET041105888003,Ititu Sura,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13380,ET041105888004,Fasil Angeso,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13381,ET041105888005,Aloshe Tilo,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13382,ET041105888006,Weltai Magida,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13383,ET041105888007,Ashuta,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13384,ET041105888008,Wecho Mishirge,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13385,ET041105888009,Weltai Wecho,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13386,ET041105888010,Wajitu,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13387,ET041105888011,Ilasa,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13388,ET041105888012,Waltai Kubsa,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13389,ET041105888013,Adaba Gefecha,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13390,ET041105888014,Shedem,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13391,ET041105888015,Rira,ET04,ET0411,41105,ET041105,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13392,ET041106888001,Rayitu Mammedo,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13393,ET041106888002,Glincho,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13394,ET041106888003,Weltei Negeya,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13395,ET041106888004,Bale Anole,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13396,ET041106888005,Bale Gadula,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13397,ET041106888006,Elani Sogido,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13398,ET041106888007,Keku,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13399,ET041106888008,Goro Raya,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13400,ET041106888009,Melka Buta Geter,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13401,ET041106888010,Weltai Mana,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13402,ET041106888011,Weltai Gobu,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13403,ET041106888012,Chefemana,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13404,ET041106888013,Deyu Abergeda,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13405,ET041106888014,Woleshe Eltoke,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13406,ET041106888015,Weltei Seyida,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13407,ET041106888016,Weltei Kejelo,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13408,ET041106888017,Fenkel,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13409,ET041106888018,Dadimos Bidik,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13410,ET041106888019,Weltei Chefa,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13411,ET041106888020,Gere Negeya,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13412,ET041106888021,Bili Akiya,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13413,ET041106888022,Eltoke Aneni,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13414,ET041106888023,Reo Negeya,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13415,ET041106888024,Reo Sade,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13416,ET041106888025,Gulbaduma Bole,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13417,ET041106888026,Wayu Hora,ET04,ET0411,41106,ET041106,EXACT_WOREDA_CODE,MATCHED,
13418,ET041107888001,Sado Warke,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13419,ET041107888002,Raitu Geter,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13420,ET041107888003,Jibosamo,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13421,ET041107888004,Alashana,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13422,ET041107888005,Funale Kosi,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13423,ET041107888006,Awuchache,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13424,ET041107888007,Ingoye Ilani,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13425,ET041107888008,Shabo Raxabo,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13426,ET041107888009,Jibo Awaye,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13427,ET041107888010,Yubdo Sare,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13428,ET041107888011,Ejeru,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13429,ET041107888012,Yadi,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13430,ET041107888013,Jibri Geter,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13431,ET041107888014,Habirona,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13432,ET041107888015,Hokoltu,ET04,ET0411,41107,ET041107,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13433,ET041108888001,Walitah Barbaree,ET04,ET0411,41108,ET041108,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13434,ET041108888002,Awash Qolatii,ET04,ET0411,41108,ET041108,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13435,ET041108888003,Gabee Qeeqoo,ET04,ET0411,41108,ET041108,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13436,ET041108888004,Haro Nanoo,ET04,ET0411,41108,ET041108,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
13437,ET041108888005,Goraa Idoo,ET04,ET0411,41108,ET041108,WOREDA_REFERENCE,MATCHED,Woreda and any missing zone were added from woreda_data.csv
